Date,AAA,ACB,ANV,ASM,BCG,BCM,BID,BMI,BMP,BSI,BVH,CEO,CII,CTD,CTF,CTG,CTR,DBC,DCM,DGC,DGW,DHC,DIG,DPM,DRC,DXG,EIB,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HAG,HAH,HBC,HCM,HDB,HDC,HDG,HNG,HPG,HSG,HT1,HUT,HVN,IDC,IDI,IJC,ITA,KBC,KDC,KDH,KOS,LPB,MBB,MBS,MIG,MSN,MWG,NKG,NLG,NT2,NVL,PAN,PC1,PDR,PHR,PLC,PLX,PNJ,POW,PTB,PVD,PVS,PVT,REE,SAB,SAM,SBT,SCR,SHB,SHS,SJS,SSI,STB,SZC,TCB,TCH,TCM,TPB,VC3,VCB,VCG,VCI,VCS,VGC,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSC
2023-05-16,-0.5670740762962182,0.22326623288902067,0.5380810771220407,-1.220141191393401,-0.3196292630625192,-2.5841603236589235,-0.3072121196943821,-0.34655160115237493,-0.3007644928175789,-0.5892782613228839,1.0393841845232563,-0.2920997051971406,-0.019461513128240876,-0.1221928361481126,-0.10782389742387877,-0.7153420720510508,-1.8220461464705977,-0.841840697771117,-0.8543471423980793,-0.4154363880966958,-0.4508382891263656,-0.16057210557171864,-0.005637956500634034,-0.9732533248928954,-1.1734574072669626,1.0207120686591484,1.4329881909294737,-1.9411319360353583,-1.3369635485811218,-0.11949480164483012,-0.15441163922748546,0.2557002277606234,0.03658794617693972,-1.0684749205660429,-0.9154078278896141,0.2514069235588883,-0.07894834683420826,-1.7941231603839745,-0.7370955019469101,-0.32196661586532904,-1.0657353421493154,-0.7127635829676304,-0.4738022659205182,-0.43560130036569905,-0.4741881440060814,-0.9131407074282983,-2.109724263596031,-0.11557239757357529,-0.7510296390682024,-0.5112867189989051,0.06323814530336319,-1.0772820522500202,-1.2355029269862232,-3.6084762923803844,-0.4534947543016288,-2.7429774439388273,-0.7372757606911525,0.47420986574473656,-0.7769070668568999,0.03888955250714804,-1.0996715016790208,-0.3756110829092132,0.37799567818837276,-0.4034928841693124,-0.2942684864341261,0.7959781268586408,0.5688860269689657,-0.6497062405453928,0.5382543417126392,-0.501843833313496,-0.8694619262479175,0.4734106705062384,0.7925650332329914,-0.4380648442865923,-0.22331812498348008,-1.1902355884069655,-0.9404625169343946,-0.4723456875577511,-0.4823529695842395,-0.1634655683412354,-0.08766191740007936,-0.18101431687558042,-0.4412490857164109,0.06529463516054468,-0.6185246861770254,-1.1458194527452177,-1.0307506973627112,-0.6699601397467061,-1.1229424851550531,0.815470376849892,0.09058839789511344,-3.358300329453238,0.25106049916360507,-0.5532223881655912,0.3431991101504561,1.504355894934562,-0.9598469473810562,-0.8258767673201872,-0.20910352756244188,-0.8541749512934514,0.9304931198227007,0.43427567986164706,1.5945030984964095,-0.9215841044838924,-0.056343376059011685,-0.7534515937431363,0.19479073361372637,-1.0339478335669217,-0.8433700642866183,0.5945893191582087,-1.1013123134958505
2023-05-17,-0.5933842880212665,0.226311643699757,0.5128887630952593,-1.2236383782593907,-0.2769642960798014,-2.6345831469154546,-0.22967700322625834,-0.5553709843687791,-0.14006754515680048,-0.5336023160206794,1.0748229242572518,-0.32371193094668455,0.0054834806543118675,-0.17571297349723863,-0.10924507236705283,-0.6511899266913663,-1.797671698637751,-0.8375816571961436,-0.8663733992301359,-0.41377487135747715,-0.4365090606990855,-0.1922967958344462,-0.021181600280254564,-1.0057982912331784,-1.171028877914749,1.077236321699612,1.5022411693224962,-1.93460749587464,-1.3385094383461955,-0.10631025619048612,-0.1446705989504049,0.29743557083841704,0.09629223669059889,-1.0282975478607106,-0.8810065565998704,0.2690320863136477,-0.11036935628693739,-1.6879530667549123,-0.6689594555693872,-0.39203265670480636,-1.076554279068397,-0.6877069772904898,-0.493214454777499,-0.4182125299014886,-0.4538691058285955,-0.920739371122897,-2.164461194632186,-0.12553252196504364,-0.7436338120918237,-0.5362645243708046,0.05560751770577446,-1.1132027289562396,-1.1844683494859627,-3.584626639508277,-0.37462350370246367,-2.760834667067379,-0.7672482288645758,0.5766883635459649,-0.7437741169158503,-0.049969773051596306,-1.0769677082627438,-0.36444310584641815,0.40480081716012645,-0.3304227337224972,-0.21209674296446002,0.818619377260684,0.6473759470854791,-0.6693658215258135,0.5606046118783329,-0.4933565849535671,-0.8683741271433377,0.478843845401958,0.7754639530321676,-0.36466450153561797,-0.26144431379217836,-1.2048192755132399,-0.9847594123896046,-0.4183250416492842,-0.43254271579811154,-0.1056474132283694,-0.12252275993004916,-0.22414585932415237,-0.46919228227393384,0.011534189598057909,-0.5823622940454656,-1.093977615818717,-1.044307199121252,-0.656690270467038,-1.0464988013705532,0.8765010683608205,-0.029772249576437274,-3.276259619719128,0.3693777675241688,-0.5394564765434388,0.3280392443488974,1.5466776074951336,-1.0289087283540526,-0.8016458044018279,-0.16206775254937889,-0.8469240293659516,0.8740735712468964,0.40206804076935104,1.5740844404001084,-0.8883681292592536,-0.05836316789728313,-0.7698859633673913,0.2927982009324376,-0.9999868096674326,-0.8587918008164321,0.7060048290584617,-1.0907830589404361
2023-05-18,-0.6215962562241859,0.1706791702378607,0.5578265420893873,-1.2313016678838562,-0.23751347639530804,-2.6654321476174183,-0.27562292460831167,-0.5819063771011164,-0.09951786014642862,-0.5740596057746792,1.1332491288964552,-0.3257610084527673,0.009572702752340151,-0.17207464447155452,-0.052937831265881474,-0.7402155380779811,-1.7850631415505966,-0.8456005954725299,-0.8685765629741937,-0.3784129761816997,-0.4384231474616137,-0.21625130300482484,0.06024775201492133,-0.9891172349144405,-1.1340383718113491,1.0637177763462948,1.4554104823461165,-1.9660259745143236,-1.3620566104963543,-0.20239748847318376,-0.18548448291073616,0.3302890862319311,0.08462185471952915,-1.062372584433208,-0.8653522731520249,0.2793296395576064,-0.10096178768203257,-1.6261622559359856,-0.7704692146834358,-0.3335523245199269,-1.0770813094030733,-0.6562163811168777,-0.4448812734854515,-0.44674341915641796,-0.4597206552819915,-0.8791261158708009,-2.179567707094357,-0.09350896079368648,-0.7696463365378208,-0.5382511130096803,0.04860801524500344,-1.0959803830165715,-1.1811330486934453,-3.543535131935918,-0.42543824724874546,-2.8387609860763705,-0.8553383504612219,0.5045955615069357,-0.806135383210598,-0.02955555791924802,-1.079979042393424,-0.3551968628387627,0.3787885923389817,-0.30042380775628497,-0.29925198985566925,0.8101500167195885,0.7002518639558305,-0.6523428562797489,0.5786420536933186,-0.4508561305667824,-0.8764489148973063,0.49077590457741366,0.8610762480809353,-0.3950483478916792,-0.271291859938702,-1.2103485181609384,-0.9404593367025196,-0.4522405463158573,-0.41821852085453304,-0.09266558454408577,-0.02578677464451229,-0.13301301673803012,-0.47562159330827447,0.001022404882084882,-0.582024141025308,-1.1240454224228116,-1.0643714415334586,-0.7004639320622963,-1.0413854189904637,0.809704631407999,0.034695987995785375,-3.245191578367091,0.32068593513120597,-0.5481023183799121,0.0538400095427605,1.531601865914704,-1.169308121653924,-0.7908185092290339,-0.19876759454827464,-0.861876981194853,0.7864421796634059,0.2813386052723846,1.5303718040860361,-0.7948624100971938,-0.0597458251792804,-0.8082148322722853,0.29074656162686613,-1.0323209415969032,-0.8813026921010423,0.6324741605441734,-1.14334617020551
2023-05-19,-0.5603253452348242,0.1355947431334729,0.6472461370523572,-1.1911123630635603,-0.21598154893906973,-2.6332639668004494,-0.28751600639213426,-0.5728645689257428,0.5126279469021809,-0.53278312277906,1.202386288856189,-0.30921169171893803,-0.01821482457303744,-0.12177565323570505,-0.025272645854035103,-0.8340530003664572,-1.82425171757779,-0.9082936720281174,-0.8560105985507913,-0.3794208463348206,-0.4524478932332169,-0.22457461197650125,0.03538794975815607,-0.9372419158068732,-1.1127940908604035,1.065264950190525,1.41440610170849,-1.9500860324355918,-1.3645252080610382,-0.22868541570203818,-0.2863055619809008,0.3041820855922618,0.03807853416268414,-1.0392970354746784,-0.8902687438835772,0.2945828689407403,-0.07676636208164683,-1.5970282768921067,-0.7888108509352059,-0.3831657815314553,-1.085466221020206,-0.6701381231245809,-0.4254686258047913,-0.45913594279878495,-0.4822453619933109,-0.8992962684623335,-2.166222255730047,-0.08917677465994017,-0.7616972393591683,-0.5212990033501292,0.04480980519277583,-1.0895076168321556,-1.1798708375636284,-3.5884688633620914,-0.4438210703696836,-2.8045044516103124,-0.8965890262681694,0.4498182954611187,-0.8369509568580042,-0.24768692201296844,-1.075637049612389,-0.3708166352587744,0.3657333425307189,-0.3057264893215764,-0.4187584532380226,0.8129281937750839,0.7074998530282236,-0.647955930785892,0.5681250140814804,-0.5191930065458717,-0.8472447192925644,0.4123194513573543,0.8871636849711488,-0.44644161552088935,-0.2338981498454141,-1.1633947720824194,-0.9879030070289347,-0.45873881975148795,0.174133126016702,-0.05389964870099222,0.004692906979308978,-0.12228329070291946,-0.4292418142903673,-0.10135040629979761,-0.6165343469476694,-1.1283432762694694,-1.0946856310393673,-0.8550057799386731,-1.0917849660527552,0.783977313387195,0.11343036068132038,-3.341738781541666,0.2968621217263258,-0.5260239371273459,0.016713589476760438,1.5394289727804504,-1.2068443123740233,-0.7836824931014491,-0.20064466415609317,-0.8610302678518684,0.8273815419520658,0.26174023302367416,1.5756732962150428,-0.8322230308952249,-0.015728031742864523,-0.9005648991643662,0.3416037292991835,-1.0699253727173135,-0.9036491287181918,0.6187124218204474,-1.1631847913139945
2023-05-22,-0.5487017091116981,0.12332495258717407,0.6569142780380066,-1.2071617471710683,-0.21948002478689915,-2.5889113349199224,-0.3350828446344321,-0.6005193505396735,0.49842272432864576,-0.49940569101131993,1.2412388051789747,-0.3052133631074588,-0.010082561988370958,-0.11139139622605593,-0.034994558458245284,-0.8246921072404566,-1.8361453401436876,-0.9148369160491108,-0.8662129597937885,-0.40699555722945013,-0.5128591037620573,-0.22192868286347298,0.04665833690295518,-0.893570766868417,-1.1958462725594414,1.0737066926669667,1.3953720163894479,-1.949764600617559,-1.3898663923090842,-0.23042932612235537,-0.3346547595833123,0.3268945340770577,0.026284246627363228,-1.064920424019778,-0.895843297645638,0.29616912591152844,-0.06724202798865597,-1.598056857283781,-0.8142800939567755,-0.4205239841829609,-1.0849224148548875,-0.6421104952500609,-0.46218283193409593,-0.4837208992042845,-0.5162741797708353,-0.9213484716689562,-2.150193443694552,-0.09788598557731618,-0.7609536307589497,-0.5284139569087017,0.061109597894247636,-1.0923438519722908,-1.1848949714787793,-3.6084774072723564,-0.42991354646529656,-2.8495987251640247,-0.9235058514297105,0.4163974176949027,-0.8642681111770079,-0.21020186999861037,-1.093442179484878,-0.3747049173561512,0.3375896573922008,-0.28814198523647244,-0.4881601123902688,0.7948498411954432,0.7178380516091853,-0.6270887896684527,0.5674397753378131,-0.5416195168831377,-0.8349684272495916,0.3727037758510429,0.8595125360196341,-0.48029433489154255,-0.247216425147832,-1.166435925703049,-0.9633550509022574,-0.45189705036291544,0.12918331590949425,-0.09478245844087362,-0.04172971516607693,-0.14651579716455507,-0.42213519155237333,-0.05629761305464015,-0.6183897513888076,-1.102257447677273,-1.1302823663936707,-0.906871922389999,-1.1052013426107605,0.7255922640274688,0.08613681829624178,-3.3983461856017714,0.24552932303138436,-0.5446655383831137,0.0914574561714578,1.5236012193720385,-1.2126211612442992,-0.8594980656795115,-0.1934777043673087,-0.858163134981078,0.8437465867578156,0.20983903132461243,1.5605376903542463,-0.8317911504882767,-0.02981586473296033,-0.9687262481009427,0.27376582622163126,-1.1067771896759417,-0.9024722253237683,0.5975644488200802,-1.1713734164291085
2023-05-23,-0.5303644327589512,0.018500687914356224,0.648728398329228,-1.2314470499293535,-0.20812662617698302,-2.569206543563516,-0.19828479875110847,-0.6233975874392732,0.4488457073576505,-0.494796369304752,1.1281333724145428,-0.29623721359827593,-0.14579216812363702,-0.11641978811107018,-0.019643611386349957,-0.8070762869787839,-1.9197514890763974,-0.9956112312273617,-0.9523660158518408,-0.47222466120935325,-0.5701193744595239,-0.2876895492890579,0.06764764521982658,-0.9524508682411188,-1.2007978155702372,1.0757234966916933,1.2661231348458557,-1.9444951670086248,-1.3989250082960076,-0.3281295040348881,-0.21449876197947226,0.36440029721922346,-0.0079788902529489,-1.0511198441280794,-0.9146986057451651,0.297443209686411,-0.07880884389233345,-1.59264611284971,-0.8898988292038944,-0.4527013532214936,-1.0610874978642408,-0.6556332582967035,-0.480027266860216,-0.5101933527985677,-0.562056940269588,-0.947659694738457,-2.090055113791325,-0.11143976926398724,-0.7693671982631045,-0.5386501925535871,0.019546625792415007,-1.0963085858093304,-1.1799370804213098,-3.6819160275163574,-0.3915048988881805,-2.8716848126615933,-0.9322124579823279,0.4195755461721567,-0.9147063272939935,-0.21024893634398367,-1.068856518563348,-0.39541494754737844,0.24059679737675038,-0.2937318571331997,-0.5245346000857496,0.8023722938799143,0.7264072422543004,-0.628384278687198,0.5441557546862037,-0.5060058427916663,-0.981058841384479,0.41601048644471045,0.8868158996531161,-0.4368436874596422,-0.29010159193923146,-1.1430492983548202,-0.9405970180757359,-0.41869832885029223,-0.0732361433433582,-0.06209754163661443,-0.1302131314721848,-0.15134711318299832,-0.44521674177461207,-0.15152783281503734,-0.5989896200548881,-1.1278055868140524,-1.1232079485167032,-0.9219716045926941,-1.0759967415218448,0.6738429194871999,0.05368650831714539,-3.531326029622124,0.20348890774680614,-0.5404055108681963,0.089616246319936,1.5386926542916375,-1.1758544881396085,-0.8754968531280212,-0.18024731372876435,-0.8355860415749198,0.8245812853283523,0.20281996033842692,1.5668071148361753,-0.7944790436448028,-0.056721593575552176,-1.003467939706845,0.4884149679577412,-1.1466844728172108,-0.8935178783659374,0.6926818002256094,-1.2339472960963296
2023-05-24,-0.5471104486032209,0.02822624024056168,0.5861070936484531,-1.2599358604752169,-0.21792661657726395,-2.574789341822761,-0.12359711007231046,-0.7331474561601377,0.6644834915123032,-0.6285092304715313,1.0839592007315257,-0.32090981211438235,-0.2058364184498091,-0.10466176964075691,-0.04914068991013498,-0.816205611638685,-1.9089233592544148,-1.0146282865144614,-0.9680024345206639,-0.4887510774283723,-0.5453121316537115,-0.3042805135946347,0.06551805132961358,-0.9295540649106374,-1.2099311017750498,1.0025973882353807,1.3099195069056209,-1.9528595448425223,-1.4445158159558842,-0.47314614597939275,-0.2062861440748929,0.3564978425156195,-0.03420153016861632,-1.1178411244727395,-0.9055003688174766,0.29654959420749794,-0.17857924725465574,-1.5497536529505842,-0.8920874940525874,-0.4906441640193532,-1.0305428299757937,-0.6707565243084059,-0.5050255984114895,-0.48682063752487376,-0.5668036406184118,-1.004667064651553,-2.071048478133915,-0.1284126818619415,-0.8365891115985407,-0.5814047766745881,-0.06422747347651103,-1.130839603294679,-1.1818392816816328,-3.7027963545333877,-0.408464379882519,-2.8560198345853296,-0.9595875217657395,0.41570064624722514,-1.0491975327439227,-0.2773992162155119,-1.1420661335730549,-0.4042079157134429,0.19441673743918747,-0.2878659136483051,-0.5295182737790127,0.7951467225665946,0.627148773373432,-0.7168015206178378,0.5448079897740802,-0.5559261391175974,-1.0489384330876461,0.3727604490967292,0.9208048955178152,-0.48132307968937327,-0.14802380280810176,-1.1970313495962468,-1.0405183431896123,-0.5067773101070543,-0.024738446467614666,-0.019609519975015283,-0.11421388515632806,-0.1841899096608754,-0.4827763583175813,-0.20415924088019666,-0.6578698269371546,-1.1164046276037132,-1.1917620841651846,-0.9224648607989161,-1.0922762574258116,0.7127133880330482,-0.007892466751110765,-3.565146064762,0.19026285286318595,-0.5282017873276076,0.028221444392934975,1.4936535273470688,-1.3213280952128104,-0.8564866993019928,-0.17953363720943716,-0.8662819381303009,0.7434030737977717,0.21055002843941056,1.555133907068764,-0.8745895101691885,0.00902337180989815,-1.0245246714871368,0.5448135037299188,-1.1757570555628276,-0.8770877761523428,0.687710964792118,-1.3073813746239615
2023-05-25,-0.5722944712710253,0.04022574358690792,0.6254918771260677,-1.2246733386084852,-0.21525781406501537,-2.5578798129618128,-0.1791706075703967,-0.7237793696478063,0.533342641727101,-0.5471016457563286,1.1829108742315648,-0.2885432140947701,-0.19424682778138652,-0.04827724187637161,-0.013955419869938757,-0.764191449085003,-1.8930410180750992,-0.9460803615862582,-0.9132180916290775,-0.4617638058219946,-0.5123135103399552,-0.23999091430305322,0.11516404685958032,-0.8871694212889861,-1.235739861835326,1.0311241017514814,1.3750465679624129,-1.9862478150374927,-1.4589288317331848,-0.3867598249481749,-0.30980704859814306,0.31220907135749165,-0.048063604819514716,-1.0747020535407281,-0.9848479606557694,0.31705217648408346,-0.16835660014807807,-1.4970332644900588,-0.8251742978780634,-0.4607803154743706,-1.0044759083033867,-0.6348131394549678,-0.4555576029405925,-0.4766136673373458,-0.5577464966429435,-1.0163846274154567,-2.025083103426688,-0.12877698283917693,-0.8857316773204775,-0.5421553720637479,-0.08545556029648493,-1.094841134549498,-1.1351841069704685,-3.6351560093100654,-0.41453519275550116,-2.7970679839415498,-1.018734644544979,0.45284835166183035,-0.9925771486637713,-0.3458445611879144,-1.0827539634773586,-0.41139084281026017,0.19558415054003148,-0.25734790049320344,-0.5094047905638778,0.8041506395758954,0.5619315375636671,-0.735272354308894,0.5828716692213323,-0.6403772507589067,-1.0567947794334198,0.39982062624480974,0.9735555659649501,-0.4789209523248069,-0.09972085903624112,-1.1880966155834123,-1.0013609850252978,-0.46123944648215653,0.014699956920558171,0.06838594783731347,-0.10736952511460428,-0.10670207278632429,-0.48013349902557745,-0.17196443092786065,-0.6234391065115065,-1.1137502192195474,-1.1712312465576797,-0.8769771874351397,-1.1169539796716283,0.6928410037557177,0.04610667276112147,-3.4841843098273735,0.2061973147855846,-0.49409707678883613,-0.07835973088208739,1.4948186731029012,-1.3237184628896943,-1.0736819114538207,-0.21442388059343143,-0.8334904899659441,0.7401249206722758,0.25403570242136453,1.581933706926987,-0.5659925552731954,0.12223067434825563,-0.958583418659338,0.5221320881169145,-1.1575456531586488,-0.8389805294323643,0.7329618463410577,-1.2852100392335053
2023-05-26,-0.5987270069844397,0.08999593405890047,0.5707512475630374,-1.2323403761975174,-0.1916343741549973,-2.536799808242079,-0.09315737403791144,-0.750126651959808,0.6295028002346537,-0.48109132044051983,1.339290278779537,-0.296517238131899,-0.2559865875117295,-0.024647321951102363,-0.02975716543237583,-0.7915879933998533,-1.8663763646345302,-0.980157458605023,-0.9051568993367791,-0.42849101320247246,-0.5194184284007182,-0.2678011481882358,0.11337642826387945,-0.8948537827108741,-1.2628180350097051,0.9411145895667057,1.3028172166291667,-1.977918949671886,-1.46395377209202,-0.3563488610718476,-0.24961506889030538,0.2720576730036298,-0.1334847857415618,-1.063823737475705,-1.0386625037281125,0.28748274821048964,-0.15157506558733214,-1.5086002516633918,-0.8895126039576763,-0.43629294053698564,-1.0111983447362458,-0.6639308070195876,-0.5139371017972848,-0.48001857398022924,-0.5660914504917828,-1.0302761524130142,-2.0075514890471933,-0.1511426879217006,-0.9061725942129686,-0.5465422154392058,-0.07599958990031369,-1.0711225144383638,-1.1386250670234543,-3.6217085714875603,-0.43357502123484626,-2.7985016065470285,-1.0389693445371537,0.4586190205134795,-0.967697574343862,-0.36714027875289423,-1.025365554457545,-0.44225459924405414,0.17618169170091208,-0.3065473980670725,-0.5219220226250203,0.8292524737127696,0.6231661628611639,-0.7900367374655717,0.6023840737988461,-0.6645405379241054,-1.0483511421503275,0.3853844385278711,0.9050760130754397,-0.5236110259634774,-0.05699778418047466,-1.1314472295332105,-1.0221020310056212,-0.4563307154232191,-0.028777805180381255,0.20878339347691285,-0.11602126589652116,-0.04172316671579702,-0.5270050709803755,-0.0483950933651881,-0.6269656878858417,-1.1518873090058155,-1.1343873612659476,-0.8800634690265935,-1.1244761501478324,0.6885100988450923,-0.018522338488169643,-3.429819205494857,0.16687052204939973,-0.4772626291753062,0.045739310229714364,1.4907369881494037,-1.245570191385251,-1.1057368429562495,-0.2215937788349811,-0.8548570479243037,0.7739218808485893,0.23604884321331876,1.640133144299065,-0.6018923145557237,0.14649918992931216,-0.9354240896529972,0.5009398828990691,-1.147756045063367,-0.8130584265984826,0.7311448392683016,-1.2711322880402136
2023-05-29,-0.655624519753286,0.04923394123721978,0.47287954591487713,-1.2636989102375575,-0.19670981562925147,-2.5206111648275917,-0.22032980407101554,-0.7695272201318667,0.6030586771906509,-0.6031601361862776,1.2222155012512839,-0.3236078888928097,-0.31256763588631076,-0.012028889820914823,-0.08096015721351746,-0.8251350295134953,-1.9244092558822659,-0.9619639362978389,-0.9121368808010982,-0.449258170476185,-0.5350760365816951,-0.296508407017639,0.1034572719374392,-0.8686908329383571,-1.2880507340076894,0.8865393150633735,1.1647081252592286,-2.016050612954441,-1.472025059971908,-0.6483866093899486,-0.27686770094060115,0.28569606330511055,-0.22034595432326834,-1.126215162297285,-1.1487163553496518,0.23658830956062704,-0.2368646882438067,-1.552159964973311,-1.0371350358719502,-0.2284639863165305,-0.9994666003875856,-0.6799159243460067,-0.5710494089079352,-0.5462313833244642,-0.6241457253880868,-1.0893566066329106,-1.984798877997363,-0.16459854615050112,-0.9678224477051416,-0.6070559309794363,-0.13683242339681778,-1.1086389168911526,-1.1660874433749122,-3.5749010639129697,-0.4515584341876281,-2.809542690371992,-1.095951388279326,0.3530580469432963,-1.1550588333974132,-0.3396700510280961,-0.972563860529743,-0.4673738970936215,0.09027381193160078,-0.3385654483127672,-0.5623612158597853,0.8197288638873279,0.5378564708001092,-0.8613111121778101,0.5734656334929376,-0.6626939737833923,-1.0878700543309276,0.3137007033267041,0.9200625454072684,-0.5566737372048198,-0.14742449121740248,-1.175860056067781,-1.058488121967662,-0.5442974939629662,-0.04790942758428507,0.20625297437437837,-0.2509473101964747,-0.10838905868977476,-0.572103381076994,-0.12002630765576744,-0.7626451953209661,-1.1264142441893443,-1.2296230407647384,-0.9347658343765243,-1.1929808621675038,0.6205344992919929,-0.08463538654542965,-3.3679345384285893,0.02639364374536933,-0.4755815857781447,-0.07953264209256544,1.4335033422203054,-1.3534691599375699,-1.1390939850188702,-0.32797123231991865,-0.8907784811618253,0.7538903873112679,0.18611786457366114,1.5727926746235847,-0.7117266936569893,0.0932971031837137,-1.0762763413495087,0.47168313750716345,-1.2256240600245936,-0.8094986673140581,0.7725685550649231,-1.3186288146167775
2023-05-30,-0.6541421026919829,0.05112104250184125,0.5162991215913564,-1.2672578743636072,-0.18386853372344142,-2.493527913375614,-0.1916759983891499,-0.7749993939392696,0.5886366005836572,-0.6484670315237209,1.2216890115751036,-0.32912461665692627,-0.2982352213803268,-0.01778210314140799,-0.12043753063670681,-0.8580282743185751,-1.9544517245757755,-0.9484789586994273,-0.9606822034159022,-0.5011668988597768,-0.5363144543738066,-0.36112309455205305,0.12012136419169234,-0.942364563968019,-1.405873619760519,0.8874912665417286,1.1061816316567463,-2.062194909386097,-1.4862667586546834,-0.648994219823163,-0.21322728947197828,0.2899860686437413,-0.22427458301989472,-1.1718181629784667,-1.1703479009289472,0.24158073166913505,-0.24023931550602462,-1.5215291337498376,-0.9828114333875064,-0.24962568169292246,-1.0007667103127245,-0.6776721655754051,-0.5692975341017052,-0.5277175299282467,-0.633308413007783,-1.1797135253902302,-1.9415801997871904,-0.15754349818142432,-0.9693074740235469,-0.6011029713303346,-0.13282948886810847,-1.1261839733175445,-1.138308004143899,-3.605862310503606,-0.4388525025150993,-2.8150260219743046,-1.123367505913561,0.3332225235048732,-1.1593157093124002,-0.35264787848707735,-1.0320930319280197,-0.5000269731161859,0.05901643485631747,-0.32501991426493276,-0.5886929023039477,0.8037704937501564,0.5066286336611282,-0.8439086136843721,0.5279702673294439,-0.6772153950914849,-1.138635086666037,0.2572116193137516,0.919283560554722,-0.5490929108120196,-0.14359261287717895,-1.2273724905953953,-1.1663813181621312,-0.5788564257353341,-0.6857197342871579,0.15936561344398964,-0.16258656435741292,-0.2086144950646513,-0.560154453201199,-0.12770592344112425,-0.7506726483197823,-1.138940739477698,-1.1777028477004814,-0.9078426266611085,-1.167451471369525,0.6194206620729961,-0.06816517887126422,-3.401541514559968,0.04942739073112204,-0.5243925634740714,-0.2697640037086481,1.4328091024053455,-1.338524966868791,-1.1346865359750593,-0.32665125335517925,-0.9260383981661096,0.8043657084594588,0.1481420481720167,1.6035428645002994,-0.6842658459119588,0.14574960073196544,-1.1204331453338823,0.4819958745232267,-1.303652729703333,-0.7876317753487294,0.8506086315612887,-1.3808519582783985
2023-05-31,-0.682680695569952,-0.00584891612714751,0.47894327400514763,-1.2666251835099624,-0.19123733059897863,-2.479972451276346,-0.26465988570775895,-0.776852063078828,0.5734287588928821,-0.6296433343463403,1.2856302582322554,-0.3113519030188203,-0.2889903062790017,0.022555935799271343,-0.17035600391845218,-0.8557422091148612,-1.9727867435386939,-1.0011464657563023,-0.938673302519706,-0.47705484787409924,-0.5259716547188655,-0.37753586712030507,0.11546785831250994,-0.9149073159044463,-1.3732369145634702,0.8875115045599083,1.1633821193326823,-2.0900759706551293,-1.4898069676172978,-0.6448802086580261,-0.23691698504362596,0.2390197864049511,-0.18708333819058656,-1.1873085624015125,-1.1419996338500342,0.20901701059067523,-0.26246093115281477,-1.5055856618778591,-0.9862097350942093,-0.12635743444214437,-0.9890237391037714,-0.6631191404847336,-0.6361479468770843,-0.518413539217647,-0.572818914758013,-1.170952170739344,-1.9279764187602753,-0.1567184529694058,-0.957265920502816,-0.5709824542010807,-0.1332813486137956,-1.1376970187746633,-1.1300741459806067,-3.5092665296484937,-0.39080620561398494,-2.823814683838167,-1.1898558080174146,0.3770041045369113,-1.1101842649414366,-0.3867393728710076,-0.9926486234152871,-0.5082599044800509,0.06640223981516113,-0.2600622033241949,-0.573883935175443,0.7934492837036703,0.5192160131359937,-0.869236895757914,0.5206692076355699,-0.7627958665559098,-1.0669497856942003,0.25700594682021993,0.9336952227413287,-0.5503029603307199,-0.23687296691838466,-1.2395241057822224,-1.2392735917532829,-0.6143302670155982,-0.6989438918285396,0.07112590487171977,-0.17413284566175014,-0.18509658592190753,-0.5486942262692102,-0.1471841701044238,-0.7065714596049358,-1.1425675672311058,-1.1807133815470965,-0.9119230735229769,-1.149830282779925,0.6528605806272595,-0.14216463528547515,-3.3247975315581453,-0.13865186889192105,-0.5276772072745155,-0.2379825123088109,1.4887125393141933,-1.312701978368397,-1.213236097805012,-0.2629104427585731,-0.9221195164739598,0.8970677829384996,0.05737411236008946,1.6590338676570926,-0.6796426513192163,0.23955669444007327,-1.137983364052692,0.5315136323599854,-1.2863374949704802,-0.7903327042285407,0.9919979266293966,-1.3809166839722073
